,id,true_class,soft_prediction,soft_certainty,soft_pcc,soft_all_probas
0,dog_2008_003665.jpg,dog,dog,0.6277152895927429,0.08991231497498765,"[('dog', 0.6277153), ('cat', 0.13424954), ('horse', 0.12171724), ('cow', 0.086854324), ('sofa', 0.013182838), ('diningtable', 0.007527212), ('motorbike', 0.004513552), ('boat', 0.0024057368), ('bicycle', 0.0015496614), ('aeroplane', 0.00028451293)]"
1,dog_2011_001543.jpg,dog,cat,0.6718963384628296,0.049949042015008764,"[('cat', 0.67189634), ('dog', 0.26952815), ('cow', 0.0273471), ('horse', 0.022087788), ('diningtable', 0.0037564728), ('sofa', 0.002374566), ('boat', 0.002049806), ('motorbike', 0.00067645276), ('bicycle', 0.0001841455), ('aeroplane', 9.915589e-05)]"
2,dog_2010_000395.jpg,dog,cat,0.9729065895080566,0.4490066211704867,"[('cat', 0.9729066), ('dog', 0.014079208), ('horse', 0.0068288413), ('cow', 0.002747431), ('boat', 0.0013318964), ('diningtable', 0.00087404985), ('motorbike', 0.00083246036), ('sofa', 0.0002720311), ('bicycle', 9.48513e-05), ('aeroplane', 3.2588283e-05)]"
3,dog_2008_004647.jpg,dog,dog,0.4320335388183594,0.24934111638438286,"[('dog', 0.43203354), ('horse', 0.21311668), ('cat', 0.15605268), ('cow', 0.13043155), ('boat', 0.02303871), ('diningtable', 0.021885145), ('sofa', 0.01222267), ('motorbike', 0.0051990505), ('bicycle', 0.004571525), ('aeroplane', 0.001448449)]"
4,dog_2009_000600.jpg,dog,dog,0.9592898488044739,0.27624030434138325,"[('dog', 0.95928985), ('cow', 0.023589429), ('cat', 0.0069788652), ('horse', 0.004702964), ('sofa', 0.0035977536), ('motorbike', 0.0007327541), ('diningtable', 0.00043089702), ('boat', 0.0003161666), ('bicycle', 0.0003076001), ('aeroplane', 5.367924e-05)]"
5,dog_2008_005679.jpg,dog,dog,0.9505417346954346,-0.026697265233096054,"[('dog', 0.95054173), ('cow', 0.025636146), ('cat', 0.010782142), ('sofa', 0.0061739623), ('horse', 0.0048973556), ('diningtable', 0.0011119838), ('motorbike', 0.00033040633), ('boat', 0.00024356664), ('bicycle', 0.00018539984), ('aeroplane', 9.7217955e-05)]"
6,dog_2008_002096.jpg,dog,dog,0.9021377563476562,0.21699135679359705,"[('dog', 0.90213776), ('cow', 0.05851984), ('horse', 0.014080901), ('cat', 0.013591204), ('sofa', 0.008157779), ('diningtable', 0.0013220333), ('motorbike', 0.0011480693), ('boat', 0.00057633), ('bicycle', 0.00034348445), ('aeroplane', 0.00012270217)]"
7,dog_2008_002395.jpg,dog,dog,0.8524516820907593,0.4825922948695701,"[('dog', 0.8524517), ('cat', 0.04758178), ('cow', 0.046508692), ('horse', 0.039606933), ('sofa', 0.007060306), ('diningtable', 0.0027796475), ('boat', 0.0018413743), ('bicycle', 0.0010064773), ('motorbike', 0.0009729997), ('aeroplane', 0.00019016024)]"
8,dog_2010_004749.jpg,dog,cat,0.927597165107727,-0.16655804562768642,"[('cat', 0.92759717), ('dog', 0.03051469), ('horse', 0.020125745), ('cow', 0.009611371), ('boat', 0.005052785), ('motorbike', 0.0029389472), ('diningtable', 0.0025329592), ('sofa', 0.00098634), ('bicycle', 0.00038352484), ('aeroplane', 0.00025646336)]"
9,dog_2008_008714.jpg,dog,cow,0.41059166193008423,0.31076812576760166,"[('cow', 0.41059166), ('horse', 0.3679675), ('dog', 0.1359723), ('sofa', 0.04084787), ('motorbike', 0.011241278), ('diningtable', 0.010823304), ('cat', 0.009077297), ('boat', 0.00804644), ('bicycle', 0.0033202923), ('aeroplane', 0.0021119954)]"
10,dog_2008_005382.jpg,dog,dog,0.9263724088668823,0.35928130829338684,"[('dog', 0.9263724), ('cow', 0.03455532), ('cat', 0.022184398), ('horse', 0.008631463), ('sofa', 0.0054008495), ('diningtable', 0.0016633495), ('motorbike', 0.00045315776), ('boat', 0.00040319967), ('bicycle', 0.00019157956), ('aeroplane', 0.000144235)]"
11,dog_2008_005240.jpg,dog,dog,0.9107226729393005,0.3559255209796452,"[('dog', 0.9107227), ('cow', 0.04447859), ('cat', 0.025058473), ('horse', 0.014223026), ('sofa', 0.0025832043), ('motorbike', 0.0009071283), ('diningtable', 0.0008697455), ('boat', 0.00078346697), ('bicycle', 0.00028850493), ('aeroplane', 8.520255e-05)]"
12,dog_2010_002759.jpg,dog,dog,0.4860088527202606,0.3191848579939725,"[('dog', 0.48600885), ('cow', 0.34408802), ('horse', 0.09598749), ('cat', 0.034660455), ('sofa', 0.016314132), ('motorbike', 0.014424678), ('diningtable', 0.0029279198), ('boat', 0.00286871), ('aeroplane', 0.002081817), ('bicycle', 0.0006378959)]"
13,dog_2011_001984.jpg,dog,dog,0.9483435750007629,0.4368187783612698,"[('dog', 0.9483436), ('cow', 0.028105779), ('cat', 0.009904727), ('horse', 0.006951767), ('sofa', 0.004360479), ('motorbike', 0.0010122438), ('diningtable', 0.0005028534), ('bicycle', 0.00039649374), ('boat', 0.00036195555), ('aeroplane', 6.0095892e-05)]"
14,dog_2008_004402.jpg,dog,cat,0.4225336015224457,-0.10900623066119278,"[('cat', 0.4225336), ('dog', 0.34527412), ('cow', 0.16411895), ('horse', 0.03682266), ('sofa', 0.01136008), ('diningtable', 0.010015252), ('boat', 0.0053371903), ('motorbike', 0.0036023217), ('aeroplane', 0.0006544187), ('bicycle', 0.00028146242)]"
15,dog_2010_003331.jpg,dog,dog,0.9437025785446167,0.2144603553797601,"[('dog', 0.9437026), ('cow', 0.022583544), ('cat', 0.01420078), ('horse', 0.009140304), ('sofa', 0.006839106), ('diningtable', 0.0018136513), ('motorbike', 0.0007049449), ('boat', 0.00048552675), ('bicycle', 0.00046360955), ('aeroplane', 6.606552e-05)]"
16,dog_2010_002105.jpg,dog,dog,0.5294829607009888,0.2743849279345306,"[('dog', 0.52948296), ('cat', 0.21413635), ('cow', 0.21215026), ('horse', 0.03117834), ('diningtable', 0.0037737407), ('motorbike', 0.0036426298), ('sofa', 0.002644093), ('boat', 0.0024434864), ('aeroplane', 0.0003550899), ('bicycle', 0.00019292136)]"
17,dog_2010_005594.jpg,dog,dog,0.9023618102073669,0.3943636773029421,"[('dog', 0.9023618), ('cow', 0.050094157), ('sofa', 0.015261506), ('cat', 0.01525917), ('horse', 0.011678698), ('diningtable', 0.0023888482), ('motorbike', 0.0014043772), ('boat', 0.0007137214), ('bicycle', 0.0006900114), ('aeroplane', 0.00014764552)]"
